design,n,p,SNR,replicate,Rhat,success,H_minus_T,N_minus_T,mean_acceptance
independent,1000,5000,3.0,3,1.0,True,0.0,-686.7443518748623,0.0030666666666666668
independent,1000,5000,3.0,4,1.0,True,0.0,-688.3961562965633,0.003923333333333333
independent,1000,5000,3.0,5,1.0,True,0.0,-688.6743436859924,0.004003333333333334
independent,1000,5000,3.0,6,1.0,True,0.0,-702.7947432412857,0.005235
independent,1000,5000,3.0,7,1.0,True,0.0,-630.6965510629816,0.004561666666666666
independent,1000,5000,3.0,8,1.0,True,0.0,-698.1669750055116,0.006814999999999999
independent,1000,5000,3.0,9,1.0,True,0.0,-679.0483801819937,0.004921666666666667
independent,1000,5000,3.0,10,1.0,True,0.0,-698.0096750797602,0.004323333333333333
independent,1000,5000,3.0,11,1.0539169152055545,True,0.0,-626.5945678062835,0.0027883333333333336
independent,1000,5000,3.0,12,1.0,True,0.0,-704.8189313659732,0.00411
independent,1000,5000,3.0,13,1.0,True,0.0,-638.7761555663183,0.0034433333333333334
independent,1000,5000,3.0,14,1.1805222709538872,True,0.0,-680.7986999424484,0.0062
independent,1000,5000,3.0,15,1.0,True,0.0,-679.8016333020605,0.0035183333333333334
independent,1000,5000,3.0,16,1.1510032038954585,True,0.0,-668.8470928402148,0.004006666666666666
independent,1000,5000,3.0,17,1.0,True,0.0,-689.2233718296975,0.004291666666666667
independent,1000,5000,3.0,18,1.0,True,0.0,-690.5051409580974,0.0024866666666666665
independent,1000,5000,3.0,19,1.2501179632674155,True,0.0,-706.9641949899669,0.003181666666666666
independent,1000,5000,3.0,20,1.0,True,0.0,-716.617241165939,0.0038866666666666667
correlated,500,1000,0.5,1,1.0199090077291117,True,151.28135843673772,151.28135843673772,0.40495
correlated,500,1000,0.5,2,1.068373629436934,True,134.8384934530859,134.8384934530859,0.396625
correlated,500,1000,0.5,3,1.0,True,123.98381032442103,123.98381032442103,0.3982166666666667
correlated,500,1000,0.5,4,1.0,True,134.73214860362987,134.73214860362987,0.4207333333333334
correlated,500,1000,0.5,5,1.0765138006286092,True,139.02265984601308,139.02265984601308,0.411575
correlated,500,1000,0.5,6,1.0200364975588356,True,142.50628785289064,142.50628785289064,0.4077916666666667
correlated,500,1000,0.5,7,1.0,True,137.23510665290814,137.23510665290814,0.4317583333333333
correlated,500,1000,0.5,8,1.0377615203479866,True,130.65442132663884,130.65442132663884,0.4098833333333334
correlated,500,1000,0.5,9,1.0,True,135.71414537727924,135.71414537727924,0.39166666666666666
correlated,500,1000,0.5,10,1.0,True,131.33306205399913,131.33306205399913,0.4023833333333333
correlated,500,1000,0.5,11,1.1056240071412142,True,132.19009451186866,132.19009451186866,0.3873416666666667
correlated,500,1000,0.5,12,1.0,True,131.37341730212574,131.37341730212574,0.41963333333333336
correlated,500,1000,0.5,13,1.0,True,130.99379841293012,130.99379841293012,0.40125000000000005
correlated,500,1000,0.5,14,1.073218029360903,True,129.34059631732453,129.34059631732453,0.40924166666666667
correlated,500,1000,0.5,15,1.0,True,133.698985505599,133.698985505599,0.3816583333333334
correlated,500,1000,0.5,16,1.0,True,136.9380770209873,136.9380770209873,0.42905
correlated,500,1000,0.5,17,1.0,True,155.89911837784348,155.89911837784348,0.4364333333333333
correlated,500,1000,0.5,18,1.0,True,130.9991670183017,130.9991670183017,0.4136833333333334
correlated,500,1000,0.5,19,1.0395257517887388,True,124.45171928589025,124.45171928589025,0.38258333333333333
correlated,500,1000,0.5,20,1.0,True,128.29737707331333,128.29737707331333,0.4445083333333333
correlated,500,1000,1.0,1,1.1068088943832595,True,66.69569522884103,66.69569522884103,0.30393333333333333
correlated,500,1000,1.0,2,1.3793609315754998,True,59.2093435715542,56.78089255203122,0.05356666666666666
correlated,500,1000,1.0,3,1.1938216920048208,True,78.28886333286482,76.61149211470911,0.086375
correlated,500,1000,1.0,4,6.108053085006719,False,37.976799697039496,33.174454801832326,0.009216666666666666
correlated,500,1000,1.0,5,1.4076181320970207,True,85.36860542533486,85.36860542533486,0.25900833333333334
correlated,500,1000,1.0,6,1.0836543285870321,True,72.05941314314714,72.05941314314714,0.29302500000000004
correlated,500,1000,1.0,7,1.0,True,93.23273261236409,93.23273261236409,0.3816
correlated,500,1000,1.0,8,1.124746790992963,True,83.10145495161487,83.10145495161487,0.32660833333333333
correlated,500,1000,1.0,9,1.057350821507305,True,81.01317947944062,80.20534541217967,0.082825
correlated,500,1000,1.0,10,1.165653736185447,True,62.45721744565071,62.45721744565071,0.32855833333333334
correlated,500,1000,1.0,11,1.0562864430891217,True,79.2650375092926,77.77347525407731,0.09049166666666665
correlated,500,1000,1.0,12,1.1870324661973988,True,75.66526499042448,75.66526499042448,0.40440833333333326
correlated,500,1000,1.0,13,5.14004387079685,False,73.76090534572177,73.76090534572177,0.1499083333333333
correlated,500,1000,1.0,14,1.1602461108925357,True,81.38724465859195,81.38724465859195,0.35314166666666663
correlated,500,1000,1.0,15,1.4111827628957594,True,51.66910110216304,44.143571816594886,0.008116666666666666
correlated,500,1000,1.0,16,3.159060680511243,False,28.214058990674857,26.133402476887568,0.012725000000000002
correlated,500,1000,1.0,17,8.085804499824526,False,67.29889287848073,63.76253099535734,0.04385833333333333
correlated,500,1000,1.0,18,2.305530899311755,False,62.55021509608923,62.26733363540916,0.05591666666666667
correlated,500,1000,1.0,19,1.0588974544904257,True,64.70914493774126,61.78191656270428,0.013383333333333332
correlated,500,1000,1.0,20,1.0700990194557813,True,84.58445398469394,84.58445398469394,0.31122500000000003
correlated,500,1000,2.0,1,1.0,True,0.0,-136.80973539028037,0.004633333333333333
correlated,500,1000,2.0,2,1.320952460606459,True,0.0,-132.64937362852925,0.003441666666666667
correlated,500,1000,2.0,3,1.0701645188369675,True,0.0,-98.46968455819206,0.004925
correlated,500,1000,2.0,4,1.0,True,0.0,-127.1576686636572,0.005241666666666666
correlated,500,1000,2.0,5,1.0,True,0.0,-139.5287726615361,0.004883333333333333
correlated,500,1000,2.0,6,1.0,True,0.0,-142.79003358282262,0.004050000000000001
correlated,500,1000,2.0,7,1.0347842557448725,True,0.0,-94.29446051343893,0.0046
correlated,500,1000,2.0,8,1.1019103036817002,True,0.0,-74.46820419821506,0.005341666666666666
correlated,500,1000,2.0,9,1.0,True,0.0,-114.97884850045557,0.006775
correlated,500,1000,2.0,10,1.1656758801173728,True,0.0,-99.3218839865358,0.005633333333333334
correlated,500,1000,2.0,11,1.2596405121962444,True,0.0,-118.78469837267585,0.0077333333333333325
correlated,500,1000,2.0,12,1.167813079970123,True,0.0,-129.31960333569532,0.004508333333333334
correlated,500,1000,2.0,13,1.1297451864661028,True,0.0,-120.84907674644364,0.006999999999999999
correlated,500,1000,2.0,14,1.0,True,0.0,-111.44869779140754,0.005008333333333333
correlated,500,1000,2.0,15,1.0,True,0.0,-144.06137426793975,0.005416666666666667
correlated,500,1000,2.0,16,1.0,True,0.0,-114.50300035343753,0.004591666666666667
correlated,500,1000,2.0,17,inf,False,0.0,-93.71995143364165,0.005791666666666667
correlated,500,1000,2.0,18,1.0059018394325117,True,0.0,-118.18851885947242,0.004791666666666666
correlated,500,1000,2.0,19,1.0833149020907513,True,0.0,-131.44178271559576,0.003916666666666666
correlated,500,1000,2.0,20,1.0263565531282843,True,0.0,-104.88114562668761,0.006675
correlated,500,1000,3.0,1,1.0,True,0.0,-249.48451531063165,0.0035
correlated,500,1000,3.0,2,1.504482513162867,False,0.0,-274.95155031259947,0.0057666666666666665
correlated,500,1000,3.0,3,1.504482513162865,False,0.0,-272.44904903499446,0.007616666666666667
correlated,500,1000,3.0,4,1.0,True,0.0,-231.19647840340713,0.006483333333333334
correlated,500,1000,3.0,5,1.0,True,0.0,-269.3726550316969,0.007124999999999999
correlated,500,1000,3.0,6,1.2949051108741965,True,0.0,-258.7422608749621,0.008525
correlated,500,1000,3.0,7,1.0,True,0.0,-294.09289652320876,0.005125
correlated,500,1000,3.0,8,1.3782015701987567,True,0.0,-259.2597081250815,0.007408333333333333
correlated,500,1000,3.0,9,1.0,True,0.0,-276.96588733722,0.006491666666666666
correlated,500,1000,3.0,10,1.0,True,0.0,-276.4158719175193,0.0074333333333333335
correlated,500,1000,3.0,11,1.0051901283335494,True,0.0,-307.50944104608607,0.005175
correlated,500,1000,3.0,12,1.0,True,0.0,-261.6665905097352,0.007141666666666667
correlated,500,1000,3.0,13,1.0,True,0.0,-234.1125990134169,0.008275
correlated,500,1000,3.0,14,1.0,True,0.0,-261.6342350794521,0.007416666666666666
correlated,500,1000,3.0,15,1.0,True,0.0,-219.0730874610499,0.007966666666666665
correlated,500,1000,3.0,16,1.0,True,0.0,-250.36623085634255,0.009366666666666667
correlated,500,1000,3.0,17,1.0341320357489876,True,0.0,-265.0571471734338,0.007491666666666667
correlated,500,1000,3.0,18,1.0,True,0.0,-253.22678423611433,0.0038833333333333337
correlated,500,1000,3.0,19,1.1024346592560585,True,0.0,-241.8816445414859,0.006358333333333334
correlated,500,1000,3.0,20,1.0562991244912896,True,0.0,-241.63132748409498,0.004075
correlated,500,5000,0.5,1,1.0,True,177.53535882784763,177.53535882784763,0.43198000000000003
correlated,500,5000,0.5,2,1.0,True,155.7902004697089,155.7902004697089,0.4148433333333334
correlated,500,5000,0.5,3,1.0,True,178.2096210721329,178.2096210721329,0.4210483333333333
correlated,500,5000,0.5,4,1.0,True,173.28689964128716,173.28689964128716,0.4226916666666667
correlated,500,5000,0.5,5,1.0951300605182772,True,162.26680288016178,162.26680288016178,0.38072
correlated,500,5000,0.5,6,1.0187018559349745,True,176.07367463406263,176.07367463406263,0.3788133333333333
correlated,500,5000,0.5,7,1.6704451130941764,False,164.7481908343243,164.7481908343243,0.3405916666666667
correlated,500,5000,0.5,8,1.0,True,173.59543000821304,173.59543000821304,0.4115933333333334
correlated,500,5000,0.5,9,1.0,True,170.9628108943125,170.9628108943125,0.4439116666666667
correlated,500,5000,0.5,10,1.02036566662146,True,166.42348429918093,166.42348429918093,0.391515
correlated,500,5000,0.5,11,1.0,True,173.3975797812036,173.3975797812036,0.42731333333333327
correlated,500,5000,0.5,12,1.0,True,159.14437093705783,159.14437093705783,0.3822583333333333
correlated,500,5000,0.5,13,1.0,True,182.46603759052232,182.46603759052232,0.42489499999999997
correlated,500,5000,0.5,14,1.0,True,181.5439112578606,181.5439112578606,0.41000166666666665
correlated,500,5000,0.5,15,1.0,True,167.29567519560896,167.29567519560896,0.37897333333333333
correlated,500,5000,0.5,16,1.0,True,161.02153004375123,161.02153004375123,0.3989233333333333
correlated,500,5000,0.5,17,1.0,True,177.62436099545812,177.62436099545812,0.42421
correlated,500,5000,0.5,18,1.0,True,179.1151267010282,179.1151267010282,0.4411833333333333
correlated,500,5000,0.5,19,1.3694365799029575,True,162.52365034657578,162.52365034657578,0.4065733333333334
correlated,500,5000,0.5,20,1.0,True,165.53096623317742,165.53096623317742,0.39857500000000007
correlated,500,5000,1.0,1,2.2840837524920907,False,69.50523265042557,62.6087180919003,0.008976666666666666
correlated,500,5000,1.0,2,1.01767223033388,True,82.44487502457832,78.79822545449406,0.014068333333333334
correlated,500,5000,1.0,3,1.0,True,93.28800068092733,93.28800068092733,0.35166499999999995
correlated,500,5000,1.0,4,1.0,True,71.6130622555138,66.27376914549495,0.012435
correlated,500,5000,1.0,5,1.4915624373936334,True,87.1762275886249,86.38419472332589,0.11873166666666667
correlated,500,5000,1.0,6,1.087035141529989,True,85.28229321946128,85.28229321946128,0.23617333333333335
correlated,500,5000,1.0,7,1.4603463807886157,True,97.78844824461885,93.41036068099766,0.019016666666666664
correlated,500,5000,1.0,8,1.020163880046643,True,88.62684268977137,83.97981714754314,0.025778333333333334
correlated,500,5000,1.0,9,1.1622979217225207,True,87.07380787455168,87.07380787455168,0.31970833333333337
correlated,500,5000,1.0,10,1.302948027505988,True,90.89598337080406,90.89598337080406,0.33433666666666667
correlated,500,5000,1.0,11,1.0,True,106.85190967654398,106.85190967654398,0.3931983333333333
correlated,500,5000,1.0,12,1.3584220160979756,True,59.47193538994816,57.83530851826981,0.07809166666666666
correlated,500,5000,1.0,13,1.0,True,117.97585161904408,117.97585161904408,0.4208783333333333
correlated,500,5000,1.0,14,1.2557578879388525,True,70.73121719329083,70.73121719329083,0.29224
correlated,500,5000,1.0,15,1.0,True,72.55453691094408,58.703280362802616,0.006476666666666666
correlated,500,5000,1.0,16,1.0,True,100.31657494048977,100.31657494048977,0.3772866666666666
correlated,500,5000,1.0,17,1.0872209416292555,True,84.77359022813653,84.29147398104396,0.09069833333333333
correlated,500,5000,1.0,18,1.0,True,99.52683546551089,93.50327052087414,0.020843333333333335
correlated,500,5000,1.0,19,1.7829620609189147,False,82.85478178688027,81.99420373996236,0.08097
correlated,500,5000,1.0,20,1.0874834312966273,True,87.24755703861138,87.24755703861138,0.35252833333333333
correlated,500,5000,2.0,1,1.0,True,0.0,-128.32385965504272,0.0054733333333333335
correlated,500,5000,2.0,2,1.6211246569453774,False,0.0,-108.92676322335865,0.005486666666666667
correlated,500,5000,2.0,3,4.3738714388928095,False,0.0,-40.16772984230374,0.008891666666666668
correlated,500,5000,2.0,4,1.2923596688354082,True,0.0,-110.76606882973465,0.004515
correlated,500,5000,2.0,5,1.1723079695550924,True,0.0,-107.75057163888323,0.006376666666666667
correlated,500,5000,2.0,6,inf,False,0.0,-90.81630556697564,0.006085
correlated,500,5000,2.0,7,1.0,True,0.0,-119.48109372399722,0.005059999999999999
correlated,500,5000,2.0,8,1.0355718515447094,True,0.0,-87.24367138027355,0.00868
correlated,500,5000,2.0,9,inf,False,0.0,-94.84013804624192,0.00544
correlated,500,5000,2.0,10,1.0,True,0.0,-145.43255916966336,0.0068833333333333325
correlated,500,5000,2.0,11,5.641155024613674,False,0.0,-69.35952091925265,0.0056883333333333334
correlated,500,5000,2.0,12,13.15760261809275,False,0.0,-79.07724818450333,0.00547
correlated,500,5000,2.0,13,23.40042769182157,False,0.0,-113.76048131028438,0.00578
correlated,500,5000,2.0,14,12.650660427074992,False,0.0,-93.49032126997372,0.005911666666666667
correlated,500,5000,2.0,15,8.999924091910021,False,0.0,-96.09782511566209,0.007308333333333333
correlated,500,5000,2.0,16,inf,False,0.0,-91.30265394193339,0.0035916666666666666
correlated,500,5000,2.0,17,12.287035357956741,False,0.0,-87.3564043350816,0.004376666666666667
correlated,500,5000,2.0,18,1.158345737336666,True,0.0,-146.40143074133266,0.006985000000000001
correlated,500,5000,2.0,19,1.77884938908451,False,0.0,-101.2044218206047,0.0056033333333333326
correlated,500,5000,2.0,20,16.639035306893106,False,0.0,-77.47103289652841,0.0060416666666666665
correlated,500,5000,3.0,1,1.0,True,0.0,-266.0209722177242,0.0044599999999999996
correlated,500,5000,3.0,2,1.0709956869585517,True,0.0,-258.2293799030931,0.007391666666666667
correlated,500,5000,3.0,3,1.0,True,0.0,-261.2211266236409,0.004888333333333334
correlated,500,5000,3.0,4,1.0,True,0.0,-259.411652789091,0.005683333333333333
correlated,500,5000,3.0,5,1.0,True,0.0,-256.71993128188205,0.005301666666666666
correlated,500,5000,3.0,6,1.0,True,0.0,-280.4339534842329,0.00318
correlated,500,5000,3.0,7,1.0,True,0.0,-250.46324300352353,0.004503333333333333
correlated,500,5000,3.0,8,1.1749789134206705,True,0.0,-255.1875025703239,0.00462
correlated,500,5000,3.0,9,1.0282912629338083,True,0.0,-287.6516970082221,0.005998333333333332
correlated,500,5000,3.0,10,1.113432624227423,True,0.0,-268.8497224188959,0.00497
correlated,500,5000,3.0,11,1.0021871545997791,True,0.0,-287.5313755416846,0.005896666666666667
correlated,500,5000,3.0,12,1.0,True,0.0,-241.7619005364959,0.006731666666666667
correlated,500,5000,3.0,13,1.0,True,0.0,-281.41571364981064,0.0075383333333333335
correlated,500,5000,3.0,14,1.0,True,0.0,-258.4164574427823,0.005006666666666667
correlated,500,5000,3.0,15,1.0,True,0.0,-275.51290808920385,0.005823333333333333
correlated,500,5000,3.0,16,1.0,True,0.0,-285.7293164139346,0.003671666666666667
correlated,500,5000,3.0,17,1.0,True,0.0,-217.95818636314016,0.00607
correlated,500,5000,3.0,18,1.0,True,0.0,-253.38652292652841,0.004078333333333334
correlated,500,5000,3.0,19,1.0,True,0.0,-285.93439323950133,0.004411666666666667
correlated,500,5000,3.0,20,1.0265620374958104,True,0.0,-295.78543968578106,0.00341
correlated,1000,1000,0.5,1,1.0351168234075614,True,136.12172459251815,136.12172459251815,0.42088333333333333
correlated,1000,1000,0.5,2,1.0,True,144.18937710451064,144.18937710451064,0.3925666666666667
correlated,1000,1000,0.5,3,1.2302626706673647,True,121.26750528264529,121.26750528264529,0.39610833333333334
correlated,1000,1000,0.5,4,1.0,True,141.69029066914845,141.69029066914845,0.4269666666666667
correlated,1000,1000,0.5,5,1.0,True,141.47351788705782,141.47351788705782,0.42384166666666667
correlated,1000,1000,0.5,6,1.0,True,138.2062335027913,138.2062335027913,0.44464166666666666
correlated,1000,1000,0.5,7,1.0,True,142.44334402700224,142.44334402700224,0.3998916666666666
correlated,1000,1000,0.5,8,1.0,True,132.58780041217688,132.58780041217688,0.3916333333333333
correlated,1000,1000,0.5,9,1.1379111905819115,True,119.8831966065809,119.8831966065809,0.32311666666666666
correlated,1000,1000,0.5,10,1.0,True,147.1095173833055,147.1095173833055,0.4100916666666666
correlated,1000,1000,0.5,11,1.0,True,143.29294198423304,143.29294198423304,0.41965
correlated,1000,1000,0.5,12,1.0,True,129.61224057696018,129.61224057696018,0.398625
correlated,1000,1000,0.5,13,1.0,True,144.3963095518411,144.3963095518411,0.42665000000000003
correlated,1000,1000,0.5,14,1.1154916177597332,True,125.21338066504904,125.21338066504904,0.36106666666666665
correlated,1000,1000,0.5,15,1.0,True,137.86316162648473,137.86316162648473,0.3925916666666666
correlated,1000,1000,0.5,16,1.0,True,131.88020408439843,131.88020408439843,0.43616666666666665
correlated,1000,1000,0.5,17,1.0767087783449076,True,130.39451679957347,130.39451679957347,0.39835
correlated,1000,1000,0.5,18,1.0715685308451506,True,132.76301856025748,132.76301856025748,0.4045
correlated,1000,1000,0.5,19,1.0,True,140.52753140749337,140.52753140749337,0.41855
correlated,1000,1000,0.5,20,1.0,True,138.27444816034404,138.27444816034404,0.4420916666666667
correlated,1000,1000,1.0,1,6.7027246582748505,False,50.47843491258391,43.579330893386214,0.010974999999999999
correlated,1000,1000,1.0,2,1.0271092640435495,True,71.68493457390105,71.68493457390105,0.37772500000000003
correlated,1000,1000,1.0,3,1.0,True,70.92308474614583,63.43508619913155,0.009666666666666669
correlated,1000,1000,1.0,4,inf,False,57.41230399853157,51.93924769363184,0.012558333333333331
correlated,1000,1000,1.0,5,1.0838888254858439,True,62.11329340561133,62.11329340561133,0.24130833333333332
correlated,1000,1000,1.0,6,2.3074183274145317,False,60.71023001062167,44.156748195144246,0.006916666666666666
correlated,1000,1000,1.0,7,1.1733200449636743,True,52.70870171664865,44.583815871506886,0.008483333333333334
correlated,1000,1000,1.0,8,1.2148601918675928,True,84.67815326293021,84.67815326293021,0.364825
correlated,1000,1000,1.0,9,1.0635407640003354,True,73.49403829838229,73.49403829838229,0.18107499999999999
correlated,1000,1000,1.0,10,1.0393335267078585,True,42.1111479323863,42.1111479323863,0.30880833333333335
correlated,1000,1000,1.0,11,2.42033068131865,False,63.682410140108914,60.25628175618294,0.024025
correlated,1000,1000,1.0,12,1.0804226833480575,True,61.476424087497435,61.476424087497435,0.16538333333333333
correlated,1000,1000,1.0,13,1.2196473775692545,True,68.86112384160515,56.96957881108938,0.011558333333333335
correlated,1000,1000,1.0,14,1.2109917641821546,True,62.10250682429978,48.82189264216686,0.014966666666666668
correlated,1000,1000,1.0,15,4.335731503040692,False,60.536421482804144,58.49527437204415,0.025458333333333333
correlated,1000,1000,1.0,16,1.352834451872352,True,61.05860086712346,57.30063228542713,0.03299166666666667
correlated,1000,1000,1.0,17,1.2575888318654167,True,66.36437468610347,65.18013051671733,0.12191666666666667
correlated,1000,1000,1.0,18,1.17473633667768,True,55.056091512622515,45.77161743218676,0.008016666666666667
correlated,1000,1000,1.0,19,1.1295051364939228,True,58.33021370424467,55.055115648812716,0.0268
correlated,1000,1000,1.0,20,1.093714320656971,True,69.42222135526572,54.47925049600053,0.015133333333333334
correlated,1000,1000,2.0,1,1.0,True,0.0,-189.9893993968526,0.008066666666666666
correlated,1000,1000,2.0,2,1.033733235728703,True,0.0,-181.5328535751487,0.004858333333333333
correlated,1000,1000,2.0,3,1.0337332357287046,True,0.0,-171.89738798525286,0.005125
correlated,1000,1000,2.0,4,1.1503121386463293,True,0.0,-180.39315384959627,0.005241666666666666
correlated,1000,1000,2.0,5,1.0,True,0.0,-203.65255327909472,0.005233333333333333
correlated,1000,1000,2.0,6,1.0,True,0.0,-171.0848977078258,0.006516666666666666
correlated,1000,1000,2.0,7,1.0,True,0.0,-206.5770163108882,0.005291666666666667
correlated,1000,1000,2.0,8,1.0,True,0.0,-163.56098584032225,0.005475
correlated,1000,1000,2.0,9,1.0,True,0.0,-198.96063523695557,0.004316666666666667
correlated,1000,1000,2.0,10,1.2272683389715011,True,0.0,-180.14031915211126,0.007200000000000001
correlated,1000,1000,2.0,11,1.0,True,0.0,-184.62395547817323,0.007058333333333333
correlated,1000,1000,2.0,12,1.0020060200702543,True,0.0,-189.17106205324671,0.008175
correlated,1000,1000,2.0,13,1.2332321547965408,True,0.0,-192.024012563601,0.0036666666666666666
correlated,1000,1000,2.0,14,1.258085593493997,True,0.0,-173.16826052458237,0.005975
correlated,1000,1000,2.0,15,1.3315086732305976,True,0.0,-177.201752629544,0.006008333333333333
correlated,1000,1000,2.0,16,1.195882692772939,True,0.0,-162.35572126461375,0.0044083333333333335
correlated,1000,1000,2.0,17,1.1600152250905913,True,0.0,-231.0347274044816,0.005925
correlated,1000,1000,2.0,18,1.4222314619874872,True,0.0,-198.38562299460136,0.005475000000000001
correlated,1000,1000,2.0,19,1.0331262122895721,True,0.0,-213.33950763067514,0.005108333333333334
correlated,1000,1000,2.0,20,1.0331813520548971,True,0.0,-180.3227661723522,0.005558333333333333
correlated,1000,1000,3.0,1,1.1738982017518858,True,0.0,-421.9517236458869,0.004816666666666667
correlated,1000,1000,3.0,2,1.2005977311390597,True,0.0,-447.76132733298255,0.006499999999999999
correlated,1000,1000,3.0,3,1.0,True,0.0,-396.16047633595554,0.0061333333333333335
correlated,1000,1000,3.0,4,1.0,True,0.0,-478.0258872171762,0.007024999999999999
correlated,1000,1000,3.0,5,1.0,True,0.0,-426.0483182661337,0.005408333333333334
correlated,1000,1000,3.0,6,1.0763271222740414,True,0.0,-417.4111747451934,0.004991666666666667
correlated,1000,1000,3.0,7,1.0,True,0.0,-429.57449387203997,0.0048
correlated,1000,1000,3.0,8,1.0,True,0.0,-456.1667915911039,0.006866666666666667
correlated,1000,1000,3.0,9,1.0,True,0.0,-409.0947924290831,0.004625000000000001
correlated,1000,1000,3.0,10,1.0,True,0.0,-441.9693423081444,0.006325
correlated,1000,1000,3.0,11,1.0,True,0.0,-415.1700851340265,0.004975
correlated,1000,1000,3.0,12,1.0,True,0.0,-380.4623629872003,0.004225
correlated,1000,1000,3.0,13,1.0402566837974472,True,0.0,-457.93107521831735,0.005308333333333334
correlated,1000,1000,3.0,14,1.0402566837974474,True,0.0,-476.6723272743584,0.005091666666666667
correlated,1000,1000,3.0,15,1.040200403510459,True,0.0,-418.25737447541724,0.006208333333333333
correlated,1000,1000,3.0,16,1.0,True,0.0,-403.8806543366609,0.004258333333333334
correlated,1000,1000,3.0,17,1.0,True,0.0,-423.4451120513113,0.006283333333333334
correlated,1000,1000,3.0,18,1.0,True,0.0,-409.4863620443102,0.0044083333333333335
correlated,1000,1000,3.0,19,1.0,True,0.0,-433.8600934502265,0.0053
correlated,1000,1000,3.0,20,1.0,True,0.0,-424.26123672342146,0.0037249999999999996
correlated,1000,5000,0.5,1,1.0313554171628148,True,158.95355757539437,158.95355757539437,0.39226
correlated,1000,5000,0.5,2,1.0,True,153.4988190302065,153.4988190302065,0.4275516666666667
correlated,1000,5000,0.5,3,1.0,True,170.07754220532115,170.07754220532115,0.43934333333333336
correlated,1000,5000,0.5,4,1.0,True,164.00392269378244,164.00392269378244,0.40621666666666667
correlated,1000,5000,0.5,5,1.0689070467678023,True,173.71886849910697,173.71886849910697,0.321395
correlated,1000,5000,0.5,6,1.0,True,158.17411238511158,158.17411238511158,0.4039633333333333
correlated,1000,5000,0.5,7,1.0579628163246058,True,173.64949133934897,173.64949133934897,0.3822016666666666
correlated,1000,5000,0.5,8,1.0,True,185.1412524235966,185.1412524235966,0.4279366666666667
correlated,1000,5000,0.5,9,1.0,True,161.04828334499143,161.04828334499143,0.39649666666666666
correlated,1000,5000,0.5,10,1.0,True,158.88633082868182,158.88633082868182,0.419135
correlated,1000,5000,0.5,11,1.0,True,168.21046564490462,168.21046564490462,0.43806999999999996
correlated,1000,5000,0.5,12,1.0,True,173.73254286091833,173.73254286091833,0.42418833333333333
correlated,1000,5000,0.5,13,1.0,True,179.77200104970507,179.77200104970507,0.39294
correlated,1000,5000,0.5,14,1.0,True,167.6120693289231,167.6120693289231,0.4111533333333333
correlated,1000,5000,0.5,15,1.148913993198388,True,158.16502695795498,158.16502695795498,0.40952000000000005
correlated,1000,5000,0.5,16,1.0,True,172.46973089032508,172.46973089032508,0.4246383333333334
correlated,1000,5000,0.5,17,1.0,True,184.0548543690693,184.0548543690693,0.4261516666666667
correlated,1000,5000,0.5,18,1.2112411967097767,True,175.1978024400869,175.1978024400869,0.3963083333333333
correlated,1000,5000,0.5,19,1.3293173874892534,True,169.12679453141027,169.12679453141027,0.3835333333333333
correlated,1000,5000,0.5,20,1.0,True,163.13132510569267,163.13132510569267,0.40805833333333336
correlated,1000,5000,1.0,1,1.0,True,92.36844202277462,80.90424340732898,0.008381666666666667
correlated,1000,5000,1.0,2,1.0,True,101.29778892368631,93.96823528405184,0.014076666666666666
correlated,1000,5000,1.0,3,inf,False,57.571595520370465,41.90892425077254,0.008926666666666666
correlated,1000,5000,1.0,4,1.0,True,86.41683597609699,79.86160116185056,0.006760000000000001
correlated,1000,5000,1.0,5,1.1230994157841994,True,86.68530898830068,85.09426064369654,0.08292833333333334
correlated,1000,5000,1.0,6,1.0555894464826718,True,78.90159015683093,78.90159015683093,0.3172466666666667
correlated,1000,5000,1.0,7,1.0338611629477885,True,93.2726611626349,78.1549022985746,0.013956666666666666
correlated,1000,5000,1.0,8,1.139749054107206,True,72.53975423782504,68.90865364830643,0.006071666666666667
correlated,1000,5000,1.0,9,1.1870917575578994,True,85.49102960378332,79.94319003075361,0.009071666666666665
correlated,1000,5000,1.0,10,1.034020564970941,True,74.26318469326179,74.26318469326179,0.33881500000000003
correlated,1000,5000,1.0,11,1.083079955486073,True,79.7346055856633,79.7346055856633,0.37411833333333333
correlated,1000,5000,1.0,12,4.330467861898908,False,75.97288815395405,75.97288815395405,0.053024999999999996
correlated,1000,5000,1.0,13,1.2626101596506953,True,91.28231614733522,84.34488733040234,0.0072316666666666675
correlated,1000,5000,1.0,14,1.2825422067940146,True,88.98073778523394,87.53128604308404,0.0867
correlated,1000,5000,1.0,15,1.0,True,89.77484547082167,80.23877035246551,0.014801666666666666
correlated,1000,5000,1.0,16,1.1412372697475757,True,62.26157881909785,52.47995934051323,0.020393333333333336
correlated,1000,5000,1.0,17,1.06781156437101,True,62.429501392349266,61.175106950879126,0.102985
correlated,1000,5000,1.0,18,1.1787618405223694,True,100.36301085203559,100.36301085203559,0.35104
correlated,1000,5000,1.0,19,1.170753356855393,True,73.04998354732379,72.95311754947397,0.16049833333333333
correlated,1000,5000,1.0,20,1.606157469384326,False,80.02666576671618,76.87508143602645,0.06076666666666666
correlated,1000,5000,2.0,1,1.3320750788920173,True,0.0,-219.30353283372824,0.004876666666666667
